SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,55 Oak St #208,San Francisco,CA,94102,739000,1,1.0,San Francisco,657,10227,2021,16,1125,774,Active,,,http://www.redfin.com/CA/San-Francisco/55-Oak-St-94102/unit-208/home/176175905,San Francisco MLS,421587648,N,Y,37.7750761,-122.4201583
MLS Listing,,Townhouse,164 Galewood Cir,SAN FRANCISCO,CA,94131,1295000,2,2.5,SAN FRANCISCO,1465,995,1978,17,884,298,Active,,,http://www.redfin.com/CA/San-Francisco/164-Galewood-Cir-94131/home/1590175,MLSListings,ML81859519,N,Y,37.7529235,-122.4569744
MLS Listing,,Condo/Co-op,219 Brannan St Unit 1D,San Francisco,CA,94107,949000,1,1.5,San Francisco,844,82966,2000,18,1124,1192,Active,September-11-2021 02:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/219-Brannan-St-94107/unit-1D/home/1347708,San Francisco MLS,421587605,N,Y,37.7830623,-122.3901122
MLS Listing,,Single Family Residential,,San Francisco,CA,94122,1888888,4,2.5,Sunset,2092,2996,1916,18,903,,Active,,,http://www.redfin.com/CA/San-Francisco/Undisclosed-address-94122/home/1022341,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40964213,N,Y,37.7605896,-122.4835916
MLS Listing,,Condo/Co-op,195 7th St #302,San Francisco,CA,94103,455000,0,1.0,San Francisco,320,,1991,18,1422,370,Active,,,http://www.redfin.com/CA/San-Francisco/195-7th-St-94103/unit-302/home/1184216,San Francisco MLS,421587391,N,Y,37.7783013,-122.4094944
MLS Listing,,Condo/Co-op,355 Buena Vista Ave E Unit 202W,San Francisco,CA,94117,748000,1,1.0,San Francisco,674,90869,1986,18,1110,800,Active,,,http://www.redfin.com/CA/San-Francisco/355-Buena-Vista-Ave-E-94117/unit-202W/home/176170093,San Francisco MLS,421574763,N,Y,37.7675471,-122.4400498
MLS Listing,,Single Family Residential,156 Curtis St,San Francisco,CA,94112,995000,3,2.0,San Francisco,1040,2996,1910,18,957,,Active,,,http://www.redfin.com/CA/San-Francisco/156-Curtis-St-94112/home/1232936,San Francisco MLS,421586425,N,Y,37.7122115,-122.4394914
MLS Listing,,Single Family Residential,134 Shakespear St,SAN FRANCISCO,CA,94112,599500,2,1.0,SAN FRANCISCO,486,2495,1924,19,1234,,Active,,,http://www.redfin.com/CA/San-Francisco/134-Shakespeare-St-94112/home/1907194,MLSListings,ML81859448,N,Y,37.708602,-122.463027
MLS Listing,,Single Family Residential,1163 Bowdoin St,SAN FRANCISCO,CA,94134,977888,3,1.0,SAN FRANCISCO,924,2996,1951,19,1058,,Active,September-12-2021 01:30 PM,September-12-2021 04:30 PM,http://www.redfin.com/CA/San-Francisco/1163-Bowdoin-St-94134/home/1951013,MLSListings,ML81859437,N,Y,37.7215316,-122.4085658
MLS Listing,,Condo/Co-op,2 Amazon Ave #203,San Francisco,CA,94112,725000,2,2.0,San Francisco,857,11815,1999,19,846,267,Active,September-11-2021 02:00 PM,September-11-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2-Amazon-Ave-94112/unit-203/home/966948,San Francisco MLS,421587450,N,Y,37.7170363,-122.4401945
MLS Listing,,Single Family Residential,33 Sweeny St,San Francisco,CA,94134,1150000,2,2.0,San Francisco,1125,1875,1925,19,1022,,Active,,,http://www.redfin.com/CA/San-Francisco/33-Sweeny-St-94134/home/1310358,San Francisco MLS,421587405,N,Y,37.7331702,-122.4067447
MLS Listing,,Condo/Co-op,181 Fremont Unit 62D,San Francisco,CA,94105,3820000,2,2.0,San Francisco,1623,,2018,19,2354,2810,Active,,,http://www.redfin.com/CA/San-Francisco/181-Fremont-St-94105/unit-62D/home/167299469,San Francisco MLS,421587369,N,Y,37.7898082,-122.3953565
MLS Listing,,Multi-Family (5+ Unit),1885 Filbert St,San Francisco,CA,94123,3950000,0,,San Francisco,4790,3110,1953,19,825,,Active,,,http://www.redfin.com/CA/San-Francisco/1885-Filbert-St-94123/home/1707818,San Francisco MLS,421587386,N,Y,37.7985651,-122.4304155
MLS Listing,,Single Family Residential,2224 Sacramento St,San Francisco,CA,94115,6895000,6,6.5,San Francisco,7983,8618,1906,19,864,,Active,,,http://www.redfin.com/CA/San-Francisco/2224-Sacramento-St-94115/home/1903427,San Francisco MLS,421583742,N,Y,37.7905814,-122.4301171
MLS Listing,,Condo/Co-op,280 Spear St Unit 15D,San Francisco,CA,94105,1898000,2,2.0,San Francisco,1130,,,19,1680,1196,Active,,,http://www.redfin.com/CA/San-Francisco/280-Spear-St-94105/unit-15D/home/176166604,San Francisco MLS,421587373,N,Y,37.7904356,-122.3918209
MLS Listing,,Single Family Residential,228 Yerba Buena Ave,San Francisco,CA,94127,1698000,2,2.0,San Francisco,1632,4011,1927,19,1040,2,Active,,,http://www.redfin.com/CA/San-Francisco/228-Yerba-Buena-Ave-94127/home/1574860,San Francisco MLS,421587319,N,Y,37.7346302,-122.460192
MLS Listing,,Single Family Residential,2375 28th Ave,San Francisco,CA,94116,1495000,4,3.0,San Francisco,1629,3000,1923,19,918,,Active,,,http://www.redfin.com/CA/San-Francisco/2375-28th-Ave-94116/home/1620579,San Francisco MLS,421585866,N,Y,37.7431038,-122.4856197
MLS Listing,,Condo/Co-op,220 Lombard St #322,San Francisco,CA,94111,595000,1,1.0,San Francisco,603,50188,1992,19,987,866,Active,,,http://www.redfin.com/CA/San-Francisco/220-Lombard-St-94111/unit-322/home/1881749,San Francisco MLS,421586421,N,Y,37.8042436,-122.4054002
MLS Listing,,Condo/Co-op,300 3rd St #618,San Francisco,CA,94107,1250000,2,2.0,San Francisco,1534,48941,1990,19,815,1003,Active,September-12-2021 12:00 PM,September-12-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/300-3rd-St-94107/unit-618/home/1944458,San Francisco MLS,421586666,N,Y,37.7835658,-122.3989483
MLS Listing,,Condo/Co-op,45 Bartlett St #613,San Francisco,CA,94110,839000,1,1.0,San Francisco,631,23803,2014,19,1330,582,Active,,,http://www.redfin.com/CA/San-Francisco/45-Bartlett-St-94110/unit-613/home/109315438,San Francisco MLS,421585859,N,Y,37.7558162,-122.4197494
MLS Listing,,Single Family Residential,421 Tehama St,San Francisco,CA,94103,6500000,4,2.5,San Francisco,5279,,,19,1231,,Active,,,http://www.redfin.com/CA/San-Francisco/421-Tehama-St-94103/home/12395923,San Francisco MLS,421579376,N,Y,37.7806054,-122.4048962
MLS Listing,,Condo/Co-op,601 Van Ness Ave #705,San Francisco,CA,94102,714500,2,2.0,San Francisco,882,105806,1982,19,810,1040,Active,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-705/home/1349258,San Francisco MLS,421585857,N,Y,37.7813653,-122.4215253
